Id,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
15794,30,F,OBC,Goat rearing,Daily wage labourer,48000,2000,0,1,1,2,650,0,1,Meat Businesses,12,50,10000
15795,25,F,OBC,Milk products,Daily wage labourer,48000,2000,0,2,1,2,600,0,1,Animal husbandry,12,50,10000
15796,24,F,OBC,Artificial Jewellery Business,none,36000,2500,0,0,1,3,140,1,1,Artifical Jewellry Selling,12,12,8000
15797,45,F,OBC,Goat rearing,Agriculture,60000,3000,0,0,1,2,600,1,1,Meat Businesses,12,50,10000
15798,19,F,OBC,Cash crops,none,60000,3000,0,1,1,2,650,1,1,Farming/ Agriculture,12,50,10000
15799,24,F,OBC,Cash crops,none,48000,2000,0,2,1,1,650,1,1,Farming/ Agriculture,12,50,10000
15800,25,F,OBC,Cash crops,none,60000,3000,0,2,1,2,700,0,1,Farming/ Agriculture,12,50,10000
15801,40,F,OBC,Milk products,Agriculture,60000,2000,0,2,1,1,650,0,1,Animal husbandry,12,50,10000
15802,45,F,OBC,Milk products,Daily wage labourer,48000,2000,0,2,1,1,650,0,1,Animal husbandry,12,50,10000
15803,30,F,OBC,Cash crops,none,48000,2000,0,3,1,2,700,0,1,Farming/ Agriculture,12,50,10000
15804,50,F,OBC,Cash crops,none,60000,3000,0,0,1,2,600,1,1,Farming/ Agriculture,12,50,10000
15805,50,F,OBC,Cash crops,none,48000,2000,0,0,1,2,550,1,1,Farming/ Agriculture,12,50,10000
15806,40,F,OBC,Cash crops,none,50000,2000,0,3,1,2,650,0,1,Farming/ Agriculture,12,50,10000
15807,38,F,OBC,Cash crops,none,50000,2000,0,1,1,2,700,1,1,Farming/ Agriculture,12,50,10000
15808,42,F,OBC,Cash crops,none,50000,2000,0,0,1,2,700,1,1,Farming/ Agriculture,12,50,10000
15809,25,F,OBC,Tailoring,Agriculture,60000,3000,0,2,1,2,700,1,1,Apparels,12,50,10000
15810,23,F,OBC,Cash crops,none,60000,3000,0,2,1,2,700,1,1,Farming/ Agriculture,12,50,10000
15811,37,M,SC,Goat rearing,Daily wage labourer,25000,1000,1,2,1,1,500,0,1,Meat Businesses,12,50,10000
15812,40,M,OBC,Ironing Shop,Others,30000,1500,0,3,1,2,450,0,0.5,Laundry Services,12,50,10000
15813,32,M,OBC,Hand cart puller,Daily wage labourer,38000,1500,0,2,0,2,500,0,0.5,Transportation Services,12,50,10000
15814,32,M,OBC,Tea stall,none,48000,2500,0,3,1,1,400,0,0.5,Eateries,12,50,10000
15815,22,M,OBC,Vegetable vendor,Daily wage labourer,48000,2000,0,1,1,2,600,0,1,Agro Based Businesses,12,50,10000
15816,24,M,OBC,Vegetable vendor,Daily wage labourer,48000,2000,0,0,0,3,500,0,0.5,Agro Based Businesses,12,50,10000
15817,38,M,OBC,Tea stall,Daily wage labourer,36000,2000,0,3,1,1,500,0,0.5,Eateries,12,50,10000
15818,28,M,OBC,Goat rearing,Daily wage labourer,36000,2000,2,0,1,4,500,0,0.5,Meat Businesses,12,50,10000
15819,34,M,OBC,Hand cart puller,Daily wage labourer,48000,2000,0,2,1,1,500,0,0.5,Transportation Services,12,50,10000
15820,33,M,OBC,Hand cart puller,Daily wage labourer,48000,2000,0,3,0,1,500,1,1,Transportation Services,12,50,10000
15821,28,M,OBC,Gram Selling,Daily wage labourer,48000,2000,1,0,1,2,500,1,1,Agro Based Businesses,12,50,10000
15822,27,F,OBC,Bangles business,none,48000,2000,0,1,1,2,500,1,1,Artifical Jewellry Selling,12,50,10000
15823,24,F,OBC,Grocery store,none,48000,2000,0,1,1,2,500,1,1,Agro Based Businesses,12,50,10000
15824,45,F,OBC,Tailoring,none,48000,2000,0,1,0,2,600,1,1,Apparels,12,50,10000
15825,50,F,OBC,Bangles business,none,48000,3000,0,0,1,2,500,0,1,Artifical Jewellry Selling,12,50,10000
15826,27,F,OBC,Bangles business,none,48000,2000,0,2,1,2,500,1,1,Artifical Jewellry Selling,12,50,10000
15827,23,F,Open,Goat rearing,Daily wage labourer,25000,1200,2,0,1,2,350,0,1,Meat Businesses,12,50,10000
15828,25,F,Open,Tailoring,Daily wage labourer,36000,1500,0,4,0,2,500,0,0.5,Apparels,12,50,10000
15829,25,F,Open,Grocery store,Daily wage labourer,20000,2000,0,2,1,2,500,0,1,Agro Based Businesses,12,50,10000
15830,48,F,Open,Poultry farm,none,48000,2000,0,0,1,2,500,0,1,Meat Businesses,12,50,10000
15831,18,F,Open,Buffalo rearing,Daily wage labourer,36000,1500,0,1,1,2,400,0,0.5,Animal husbandry,12,50,10000
15832,45,F,Open,Buffalo rearing,Daily wage labourer,48000,2000,0,4,1,2,400,0,0.5,Animal husbandry,12,50,10000
15833,40,F,Open,Tailoring,Others,48000,2000,0,5,1,2,400,0,1,Apparels,12,50,10000
15834,23,F,Open,Snacks business,Daily wage labourer,48000,2000,0,0,1,2,300,0,0.5,Food Items,12,50,10000
15835,27,M,OBC,Cloth business,Daily wage labourer,48000,2000,0,0,1,1,600,0,1,Apparels,12,50,10000
15836,21,M,OBC,Vegetable vendor,none,48000,2000,0,0,1,2,500,1,1,Agro Based Businesses,12,50,10000
15837,22,M,OBC,Paper Item Making,Daily wage labourer,48000,2000,1,0,1,1,500,1,1,Utensil Selling,12,50,10000
15838,24,M,OBC,Accessories Vendor,none,36000,1500,0,0,1,2,700,1,1,Artifical Jewellry Selling,12,50,10000
15839,23,M,OBC,Vegetable vendor,none,48000,2000,0,1,1,2,400,0,1,Agro Based Businesses,12,50,10000
15840,21,M,OBC,Poultry farm,Daily wage labourer,48000,2000,0,2,1,2,600,1,1,Meat Businesses,12,50,10000
15841,23,M,OBC,Goat rearing,Daily wage labourer,48000,2000,0,0,1,2,750,1,1,Meat Businesses,12,50,10000
15842,34,M,OBC,Cash crops,none,48000,2000,0,2,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15843,24,M,OBC,Cash crops,none,48000,2000,1,0,1,4,600,0,1,Farming/ Agriculture,12,50,10000
15844,30,M,OBC,Goat rearing,Daily wage labourer,48000,2000,0,1,1,1,600,1,1,Meat Businesses,12,50,10000
15845,33,M,OBC,Grocery store,Daily wage labourer,48000,2000,0,1,1,1,500,1,1,Agro Based Businesses,12,50,10000
15846,35,M,OBC,Centering Work,none,48000,2000,0,3,1,2,500,0,1,Construction Related Activities,12,50,10000
15847,40,F,OBC,Cash crops,none,60000,2000,0,3,1,2,500,0,1,Farming/ Agriculture,12,50,10000
15848,40,F,OBC,Cash crops,none,60000,2000,0,3,1,2,500,0,1,Farming/ Agriculture,12,50,12000
15849,45,F,OBC,Cash crops,none,72000,2000,0,1,1,2,600,1,1,Farming/ Agriculture,12,50,10000
15850,45,F,OBC,Cash crops,none,72000,2000,0,1,1,2,600,1,1,Farming/ Agriculture,12,50,12000
15851,47,F,OBC,Tailoring,none,64800,4200,0,1,1,2,3,1,1,Apparels,12,50,10000
15852,49,F,OBC,Mats business,none,57600,3800,0,0,1,2,3,1,1,Business Services - II,12,50,10000
15853,49,F,OBC,Cattle rearing,none,68400,4500,0,1,1,2,3,1,1,Animal husbandry,12,50,10000
15854,36,F,OBC,Tailoring,none,64800,4300,0,2,1,2,3,1,1,Apparels,12,50,10000
15855,49,F,OBC,Cattle rearing,none,72000,5200,0,0,1,2,4,1,1,Animal husbandry,12,50,10000
15856,44,F,OBC,Wet grinding,none,69600,4700,0,0,1,3,2,1,1,Business Services - II,12,50,10000
15857,27,F,OBC,Mats business,none,57600,3600,0,1,1,2,4,1,1,Business Services - II,12,50,10000
15858,40,M,OBC,Wet grinding,none,69000,4500,0,2,1,2,3,1,1,Business Services - II,12,50,10000
15859,45,F,BC,Cash crops,Daily wage labourer,48000,2000,0,0,1,2,600,0,1,Farming/ Agriculture,12,50,10000
15860,30,F,Maratha,School,none,60000,60000,1,2,1,5,220,1,1,Education Loan,12,12,5000
15861,27,F,Muslim,Education Loan,none,35000,3000,0,3,0,3,180,0,1,Education Loan,12,12,6000
15862,33,F,OBC,Wet grinding,none,57600,4000,0,2,1,2,3,1,1,Business Services - II,12,50,10000
15863,31,F,OBC,Cash crops,none,60000,4100,0,0,1,2,3,1,1,Farming/ Agriculture,12,50,10000
15864,35,F,OBC,Ironing Shop,none,54000,3800,0,0,1,2,2,1,1,Laundry Services,12,50,10000
15865,41,F,OBC,Cow Rearing,none,60000,4200,0,2,1,2,4,1,1,Animal husbandry,12,50,10000
15866,51,F,OBC,Vegetable cultivation,none,60000,4100,0,0,1,2,3,1,1,Farming/ Agriculture,12,50,10000
15867,44,F,OBC,Vegetable cultivation,none,60000,3500,0,1,1,2,3,1,1,Farming/ Agriculture,12,50,10000
15868,52,F,OBC,Cow Rearing,none,56400,3900,0,1,1,2,3,1,1,Animal husbandry,12,50,10000
15869,38,F,OBC,Cow Rearing,none,62400,4200,0,2,1,2,4,1,1,Animal husbandry,12,50,10000
15870,42,F,OBC,Cash crops,none,60000,4000,0,0,1,2,4,1,1,Farming/ Agriculture,12,50,10000
15871,35,F,OBC,Cow Rearing,none,56400,3900,0,0,1,2,4,1,1,Animal husbandry,12,50,10000
15872,24,F,OBC,Wet grinding,none,63000,4500,1,0,1,2,3,1,1,Business Services - II,12,50,10000
15873,50,F,OBC,Grocery store,Agriculture,48000,2000,0,0,1,2,600,0,1,Agro Based Businesses,12,50,10000
15874,30,F,OBC,Wet grinding,none,51600,3500,0,0,1,2,4,1,1,Business Services - II,12,50,10000
15875,41,F,OBC,Cloth business,none,70800,4800,0,2,1,2,3,1,1,Apparels,12,50,10000
15876,49,F,OBC,Cow Rearing,none,56400,3900,1,0,1,2,4,1,1,Animal husbandry,12,50,10000
15877,53,F,OBC,Wet grinding,none,45000,2900,1,0,1,2,4,1,1,Business Services - II,12,50,10000
15878,43,F,OBC,Cow Rearing,none,56400,3800,0,0,1,2,3,1,1,Animal husbandry,12,50,10000
15879,37,F,OBC,Cow Rearing,none,56400,3900,0,0,1,2,4,1,1,Animal husbandry,12,50,10000
15880,47,F,OBC,Goat rearing,none,58800,3850,0,0,1,2,4,1,1,Meat Businesses,12,50,10000
15881,52,F,OBC,Cow Rearing,none,62400,4300,1,0,1,2,4,1,1,Animal husbandry,12,50,10000
15882,46,F,OBC,Cow Rearing,none,62400,4000,0,0,1,2,4,1,1,Animal husbandry,12,50,10000
15883,57,F,OBC,Goat rearing,none,57000,3650,1,0,1,2,4,1,1,Meat Businesses,12,50,10000
15884,22,F,OBC,Wet grinding,none,63600,4650,0,0,1,2,4,1,1,Business Services - II,12,50,10000
15885,49,F,OBC,Banana Cultivation,none,66000,4650,1,0,1,2,4,1,1,Farming/ Agriculture,12,50,10000
15886,46,F,OBC,Cash crops,none,48000,2000,0,0,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15887,28,F,OBC,Cash crops,none,48000,2000,0,4,1,1,800,1,1,Farming/ Agriculture,12,50,10000
15888,24,M,OBC,Cash crops,none,48000,2000,0,0,1,1,600,1,1,Farming/ Agriculture,12,50,10000
15889,50,F,OBC,Cash crops,none,48000,2000,0,0,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15890,45,F,OBC,Cash crops,none,48000,2000,0,0,1,2,700,1,1,Farming/ Agriculture,12,50,10000
15891,35,F,OBC,Milk products,Agriculture,48000,2500,0,2,1,1,650,0,1,Animal husbandry,12,50,10000
15892,33,F,OBC,Cash crops,none,48000,2000,0,1,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15893,50,F,OBC,Cash crops,none,48000,2000,0,0,1,1,500,0,1,Farming/ Agriculture,12,50,10000
15894,36,F,OBC,Tailoring,Agriculture,48000,2000,0,2,1,1,600,0,1,Apparels,12,50,10000
15895,45,F,OBC,Cash crops,none,48000,2000,0,0,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15896,45,F,OBC,Cash crops,none,48000,2000,0,0,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15897,26,F,OBC,Cash crops,none,48000,2000,0,2,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15898,42,F,OBC,Cash crops,none,48000,2000,0,0,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15899,35,F,OBC,Goat rearing,Daily wage labourer,48000,2000,0,2,0,1,600,0,0.5,Meat Businesses,12,50,10000
15900,42,F,OBC,Cash crops,none,48000,2000,1,0,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15901,42,F,OBC,Cash crops,none,48000,2000,0,0,1,1,600,0,0.5,Farming/ Agriculture,12,50,10000
15902,29,F,Hindu,Tailoring,none,20000,3500,0,2,1,4,500,1,1,Apparels,12,12,5000
15903,42,F,OBC,Cash crops,none,60000,2000,0,0,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15904,26,F,Muslim,Tailoring,none,19200,3500,0,2,1,4,600,1,1,Apparels,12,12,5000
15905,30,F,OBC,Cash crops,none,48000,2000,0,2,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15906,30,F,OBC,Cash crops,none,48000,2000,0,2,1,1,550,0,1,Farming/ Agriculture,12,50,10000
15907,35,F,OBC,Cash crops,none,48000,2000,0,1,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15908,30,F,OBC,Cash crops,Daily wage labourer,48000,2000,0,2,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15909,35,F,OBC,Cash crops,none,48000,2000,0,1,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15910,50,F,OBC,Cash crops,Daily wage labourer,48000,2000,0,0,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15911,35,F,OBC,Cash crops,Daily wage labourer,48000,2000,0,3,1,1,600,0,1,Farming/ Agriculture,12,50,10000
15912,44,F,General,Embroidery work,none,12000,3700,0,0,1,2,350,1,0.5,Handicrafts,12,50,8000
15913,24,F,General,Embroidery work,none,12000,4200,0,2,1,4,350,1,0.5,Handicrafts,12,50,8000
15914,33,F,Hindu,Tailoring,none,20000,4000,0,3,1,5,700,1,1,Apparels,12,12,5000
15915,50,F,SC,Cash crops,none,48000,2000,0,0,1,1,500,1,0.5,Farming/ Agriculture,12,50,10000
15916,51,F,BC,Footwear business,none,48000,2000,0,0,1,1,500,0,1,Retail Store,12,50,10000
15917,55,F,SC,Footwear business,none,48000,2000,0,0,1,1,400,0,1,Retail Store,12,50,10000
15918,45,F,BC,Cash crops,none,48000,2000,0,1,1,1,500,0,1,Farming/ Agriculture,12,50,10000
15919,48,F,SC,Footwear business,none,48000,1000,0,0,1,2,500,0,0.5,Retail Store,12,50,10000
15920,48,F,SC,Footwear business,none,48000,1000,0,0,1,2,500,0,0.5,Retail Store,12,12,13000
15921,45,F,BC,Footwear business,none,48000,2000,0,0,1,2,500,1,1,Retail Store,12,50,10000
15922,45,F,BC,Footwear business,none,48000,2000,0,0,1,2,500,1,1,Retail Store,12,12,13000
15923,50,M,Bc,Footwear business,none,48000,2000,0,0,1,2,600,1,1,Retail Store,12,50,10000
15924,35,F,Open,Ki,none,48000,2000,0,2,1,1,600,0,1,Business Services - I,12,50,10000
15925,35,F,Open,Grocery store,none,48000,2000,0,2,1,1,600,0,1,Agro Based Businesses,12,12,13000
15926,25,F,Hindu,Saree business,none,48000,3000,0,1,1,3,500,1,1,Apparels,12,12,5000
15927,45,F,Hindu,Saree business,none,18000,3500,0,2,1,4,600,1,0.5,Apparels,12,12,5000
15928,20,F,Muslim,Footwear business,none,42000,2800,0,1,1,3,600,1,0.5,Retail Store,12,12,5000
15929,54,F,Muslim,Footwear business,none,45000,2800,1,0,1,3,700,1,0.5,Retail Store,12,12,5000
15930,40,F,Muslim,Tailoring,none,18000,3500,0,3,1,5,600,1,1,Apparels,12,12,5000
15931,25,F,General,Embroidery work,none,12000,4200,0,2,1,4,350,1,0.5,Handicrafts,12,50,8000
15932,24,F,General,Grocery store,none,12000,4000,0,0,1,2,350,1,0.5,Agro Based Businesses,12,50,8000
15933,28,F,S.C,Rice business,none,14400,3700,0,2,1,4,350,1,0.5,Agro Based Businesses,12,50,12000
15934,44,F,General,Embroidery work,none,12000,4200,0,2,1,4,300,1,0.5,Handicrafts,12,50,8000
15935,32,F,General,Embroidery work,none,12000,4200,0,2,1,4,350,1,0.5,Handicrafts,12,50,8000
15936,25,F,General,Embroidery work,none,12000,4200,0,2,1,4,350,1,0.5,Handicrafts,12,50,8000
15937,26,F,General,Embroidery work,none,12000,4300,0,2,1,4,350,1,0.5,Handicrafts,12,50,8000
15938,28,F,General,Embroidery work,none,12000,4300,0,2,1,4,350,1,0.5,Handicrafts,12,50,8000
15939,35,F,General,Embroidery work,none,12000,4500,0,3,1,5,600,1,0.5,Handicrafts,12,50,8000
15940,30,F,OBC,Grocery store,none,48000,2000,0,2,1,1,600,0,1,Agro Based Businesses,12,50,10000
15941,25,F,General,Embroidery work,none,12000,4500,0,2,1,4,350,1,0.5,Handicrafts,12,50,8000
15942,30,F,OBC,Furniture Business,none,48000,2000,0,3,1,1,600,1,1,Carpentery work,12,50,10000
15943,30,F,OBC,Furniture Business,none,48000,2000,0,3,1,1,600,0,1,Carpentery work,12,50,10000
15944,26,F,OBC,Milk products,Daily wage labourer,48000,2000,0,3,1,1,600,1,1,Animal husbandry,12,50,10000
15945,40,F,OBC,Hand cart puller,none,48000,2000,0,4,1,1,500,0,0.5,Transportation Services,12,50,10000
15946,45,F,OBC,Goat rearing,Daily wage labourer,48000,2000,0,3,1,1,600,1,1,Meat Businesses,12,50,10000
15947,30,F,OBC,Candy Business,Daily wage labourer,48000,2000,0,2,1,1,600,0,0.5,Business Services - I,12,50,10000
15948,22,F,OBC,Milk products,Daily wage labourer,48000,2000,0,1,1,1,500,0,1,Animal husbandry,12,50,10000
15949,30,F,OBC,Furniture Business,Daily wage labourer,48000,2000,0,4,1,1,600,0,1,Carpentery work,12,50,10000
15950,45,F,OBC,Goat rearing,Agriculture,48000,2000,0,2,1,1,600,1,1,Meat Businesses,12,50,10000
15951,37,F,NT,Cash crops,none,48000,2000,0,2,1,1,500,1,1,Farming/ Agriculture,12,50,10000
15952,36,F,SC,Cash crops,none,48000,2000,0,3,1,1,600,1,1,Farming/ Agriculture,12,50,10000
15953,40,F,SC,Cash crops,none,48000,2000,0,2,1,1,600,1,1,Farming/ Agriculture,12,50,10000
15954,24,F,NT,Tailoring,none,48000,2000,0,1,1,1,600,1,1,Apparels,12,50,10000
15955,37,F,NT,Cash crops,none,48000,2000,0,1,1,1,600,1,1,Farming/ Agriculture,12,50,10000
15956,41,F,OBC,Tailoring,none,48000,2000,0,0,1,1,600,1,1,Apparels,12,50,10000
15957,40,F,OBC,Artificial Jewellery Business,none,48000,2000,0,0,1,1,500,1,1,Artifical Jewellry Selling,12,50,10000
15958,47,F,SC,Cash crops,none,48000,2000,0,0,1,1,600,1,1,Farming/ Agriculture,12,50,10000
15959,34,F,SC,Beauty parlour,none,48000,2000,0,1,0,1,500,0,1,Beauty Salon,12,50,10000
15960,35,F,S.C,Poultry farm,none,12000,4000,0,2,1,4,350,1,0.5,Meat Businesses,12,50,12000
15961,34,F,General,Tailoring,none,9600,3700,0,1,1,3,350,1,0.5,Apparels,12,50,8000
15962,35,F,S.C,Rice business,none,12000,3700,0,2,1,4,400,1,0.5,Agro Based Businesses,12,50,12000
15963,20,F,General,Agarbatti sales,none,9600,4000,0,1,1,3,350,1,0.5,Agarbatti Business,12,50,8000
15964,47,F,General,Paper Item Making,none,9600,4000,0,2,1,4,450,1,0.5,Utensil Selling,12,50,8000
15965,32,F,G.C,Poultry farm,none,12000,3600,0,1,1,3,350,1,0.5,Meat Businesses,12,50,12000
15966,26,F,General,Saree business,none,12000,4200,0,2,1,4,350,1,0.5,Apparels,12,50,8000
15967,34,F,S.C,Tailoring,none,12000,3600,0,1,1,3,350,1,0.5,Apparels,12,50,12000
15968,26,F,General,Fish vendor,none,9600,4200,0,1,1,3,350,1,0.5,Meat Businesses,12,50,8000
15969,55,F,S.C,Rice business,none,12000,4000,0,0,1,3,500,1,0.5,Agro Based Businesses,12,50,12000
15970,47,F,General,Embroidery work,none,9600,4300,0,0,1,3,350,1,0.5,Handicrafts,12,50,8000
15971,27,F,General,Saree business,none,12000,4000,0,1,1,3,350,1,1,Apparels,12,50,8000
15972,19,F,S.C,Poultry farm,none,9600,3600,0,1,1,3,400,1,0.5,Meat Businesses,12,50,10000
15973,24,F,General,Tin box making,none,9600,3700,0,1,1,3,350,1,0.5,Business Services - II,12,50,8000
15974,34,F,G.C,Vegetable cultivation,none,12000,3600,0,2,1,4,350,1,0.5,Farming/ Agriculture,12,50,10000
15975,38,F,General,Saree business,none,12000,4200,0,2,1,4,350,1,0.5,Apparels,12,50,8000
15976,30,F,S.C,Artificial Flower Making,none,9600,3600,0,2,1,4,500,1,0.5,Flower Business,12,50,5000
15977,24,F,General,Rice business,none,9600,4000,0,1,1,3,350,1,0.5,Agro Based Businesses,12,50,8000
15978,21,F,G.C,Vegetable cultivation,none,9600,3600,0,0,1,2,350,1,0.5,Farming/ Agriculture,12,50,5000
15979,22,F,General,Rice business,none,9600,3700,0,1,1,3,450,1,0.5,Agro Based Businesses,12,50,8000
15980,34,F,General,Saree business,none,12000,4200,0,1,1,3,350,1,0.5,Apparels,12,50,8000
15981,31,F,General,Rice business,none,12000,4000,0,2,1,4,500,1,0.5,Agro Based Businesses,12,50,8000
15982,25,F,General,General store,none,9600,4000,0,1,1,3,350,1,0.5,Retail Store,12,50,8000
15983,28,F,G.C,Rice business,none,14400,3900,0,2,1,4,450,1,0.5,Agro Based Businesses,12,50,12000
15984,33,F,General,Grocery store,none,12000,4000,0,2,1,4,500,1,0.5,Agro Based Businesses,12,50,8000
15985,28,F,G.C,Rice business,none,14400,3600,0,2,1,4,300,1,0.5,Agro Based Businesses,12,50,12000
15986,47,F,S.C,Rice business,none,14400,3700,0,1,1,4,350,1,0.5,Agro Based Businesses,12,50,12000
15987,28,F,G.C,Rice business,none,14400,4000,0,2,1,4,300,1,0.5,Agro Based Businesses,12,50,12000
15988,42,F,Muslim,Saree business,none,18000,3500,0,2,1,4,800,1,1,Apparels,12,12,5000
15989,28,F,G.C,Rice business,none,14400,4300,0,2,1,4,300,1,0.5,Agro Based Businesses,12,50,12000
15990,46,F,Muslim,Tailoring,none,18000,3000,0,0,1,3,500,1,1,Apparels,12,12,5000
15991,35,F,Parit,Ironing Shop,Others,75000,75000,0,2,1,5,200,0,1,Laundry Services,12,12,5000
15992,22,F,G.C,Rice business,none,14400,3700,0,1,1,3,350,1,0.5,Agro Based Businesses,12,50,12000
15993,30,F,Muslim,Saree business,none,18000,3000,0,2,1,4,500,1,1,Apparels,12,12,5000
15994,35,F,G.C,Rice business,none,14400,4300,0,2,1,4,400,1,0.5,Agro Based Businesses,12,50,12000
15995,40,F,Muslim,Tiffin center,none,18000,3500,0,1,1,4,500,1,1,Eateries,12,12,5000
15996,32,F,Chambhar,Vegetable vendor,none,48000,4000,0,3,1,4,180,0,1,Agro Based Businesses,12,12,5000
15997,40,F,Muslim,Betel shop,none,18000,3200,0,1,1,4,500,1,1,Tobacco Related Activities,12,12,5000
15998,30,F,Muslim,Saree business,none,18000,3500,0,2,1,4,600,1,1,Apparels,12,12,5000
15999,30,F,Muslim,Tailoring,none,18000,3500,0,2,1,4,500,1,1,Apparels,12,12,5000
16000,45,F,Bauddha,Cycle repair shop,none,80000,4000,1,1,1,5,200,0,1,Repair Services,12,12,5000
16001,30,F,Muslim,Saree business,none,18000,3500,0,2,1,4,500,1,1,Apparels,12,12,5000
16002,40,F,Bauddha,Petty shop,none,60000,3000,0,1,1,2,180,0,0.5,Retail Store,12,12,5000
16003,35,F,Muslim,Saree business,none,18000,3500,0,3,1,5,500,1,1,Apparels,12,12,5000
16004,30,F,Muslim,Betel shop,none,18000,3500,0,2,1,4,600,1,1,Tobacco Related Activities,12,12,5000
16005,25,F,Mushlim,Saree business,none,15000,2500,0,1,1,3,400,1,1,Apparels,12,12,5000
16006,34,F,Maratha,Mats business,Others,90000,5000,0,2,1,4,180,0,1,Business Services - II,12,12,5000
16007,35,F,Muslim,Saree business,none,18000,3500,0,2,1,4,500,1,1,Apparels,12,12,5000
16008,40,F,Maratha,Tailoring,Daily wage labourer,80000,5000,0,1,1,4,180,0,1,Apparels,12,12,5000
16009,32,F,Muslim,Mess Work,none,100000,8000,0,2,1,5,150,0,1,Eateries,12,12,5000
16010,36,F,Muslim,Cattle rearing,none,90000,6000,0,4,1,6,180,0,1,Animal husbandry,12,12,5000
16011,45,F,Muslim,Tailoring,none,90000,3500,0,1,1,5,120,0,0.5,Apparels,12,12,5000
16012,30,F,Bauddha,Readymade Garments,none,75000,3500,0,2,1,5,180,0,1,Apparels,12,12,5000
16013,25,F,G.C,Rice business,none,14400,4200,0,2,1,4,400,1,0.5,Agro Based Businesses,12,50,12000
16014,20,F,G.C,Rice business,none,12000,3600,0,1,1,3,400,1,0.5,Agro Based Businesses,12,50,10000
16015,30,F,General,Vegetable cultivation,none,14400,4000,0,2,1,4,350,1,0.5,Farming/ Agriculture,12,50,12000
16016,20,F,General,Fish vendor,none,14400,4100,0,1,1,3,300,1,0.5,Meat Businesses,12,50,12000
16017,52,F,General,Paddy cultivation,none,14400,4000,0,0,1,2,325,1,0.5,Farming/ Agriculture,12,50,12000
16018,28,F,G.C,Rice business,none,12000,3600,0,1,1,3,350,1,0.5,Agro Based Businesses,12,50,10000
16019,22,F,General,Poultry farm,none,14400,4300,0,1,1,3,400,1,0.5,Meat Businesses,12,50,12000
16020,24,F,General,Paddy cultivation,none,9600,4000,0,0,1,2,370,1,0.5,Farming/ Agriculture,12,50,8000
16021,29,F,General,Milk business,none,14400,3900,0,2,1,4,300,1,0.5,Animal husbandry,12,50,12000
16022,24,F,General,Vegetable cultivation,none,14400,4000,0,0,1,2,250,1,0.5,Farming/ Agriculture,12,50,10000
16023,34,F,S.C.,Rice business,none,12000,4200,0,2,1,4,350,1,0.5,Agro Based Businesses,12,50,8000
16024,25,F,G.C,Rice business,none,12000,3700,0,1,1,3,380,1,0.5,Agro Based Businesses,12,50,8000
16025,39,F,General,Rice business,none,12000,4200,0,1,1,3,375,1,0.5,Agro Based Businesses,12,50,12000
16026,49,F,General,Paddy cultivation,none,12000,3600,0,0,1,3,275,1,0.5,Farming/ Agriculture,12,50,10000
16027,52,F,G.C,Rice business,none,9600,4500,0,1,1,5,500,1,0.5,Agro Based Businesses,12,50,8000
16028,22,F,S.C,Rice business,none,12000,4000,0,1,1,3,350,1,0.5,Agro Based Businesses,12,50,8000
16029,28,F,S.C,Rice business,none,12000,4200,0,1,1,3,350,1,0.5,Agro Based Businesses,12,50,8000
16030,25,F,Sechudle Caste,Handloom Work,Others,21600,3800,0,2,1,4,600,1,1,Handicrafts,12,50,12000
16031,37,F,Sechudle Caste,Handloom Work,none,18000,4000,0,2,1,4,600,1,1,Handicrafts,12,50,11000
16032,39,F,Obc,Handloom Work,none,24000,4000,0,0,1,3,450,1,1,Handicrafts,12,50,10000
16033,45,F,General Caste,Goat rearing,Others,12000,4000,0,1,1,4,480,1,1,Meat Businesses,12,50,15000
16034,34,F,Obc,Saree business,none,24000,3200,0,1,1,3,500,1,1,Apparels,12,50,15000
16035,30,F,General Caste,Handloom Work,none,16800,3500,0,1,1,3,600,1,1,Handicrafts,12,50,10000
16036,47,F,Minority,Thread making,none,12000,3200,0,0,1,3,500,1,1,Business Services - II,12,50,11000
16037,32,F,Sechudle Caste,Thread making,none,24000,3900,0,2,1,4,450,1,1,Business Services - II,12,50,14000
16038,28,F,Minority,Handloom Work,none,24000,2900,0,2,1,4,400,1,1,Handicrafts,12,50,14000
16039,45,F,NT,Milk products,none,48000,2000,0,0,1,1,600,1,1,Animal husbandry,12,50,10000
